source_idx,source_name,volume,issue,n_works,yr_min,yr_max,yr_spread,years_and_counts,example_titles
137519996,Electronic Markets,2,2,9,2004,2018,14,"{2004: 2, 2006: 1, 2011: 1, 2012: 1, 2013: 1, 2014: 1, 2015: 1, 2018: 1}",Corporate Social Responsibility: nuovi equilibri nella gestione d’impresa
33323087,Management Science,11,2,23,2007,2021,14,"{2007: 14, 2014: 3, 2015: 2, 2016: 3, 2021: 1}",Boosting Diaspora Remittances as a Key Source of Investment Capital: The Case of Zimbabwe
33323087,Management Science,5,1,26,2001,2015,14,"{2001: 11, 2010: 6, 2015: 9}",Slovene Association of LSP Teachers Conference | A Study on Defining Research Paradigms in Preparing Master’s Theses from the Field of Sociology
43019230,PharmacoEconomics,42,3,8,2009,2023,14,"{2009: 1, 2023: 7}",Sprachen testen - Hören und Lesen
33323087,Management Science,6,2,44,2002,2016,14,"{2002: 27, 2011: 3, 2016: 14}",Emotional Intelligence and Organisational Citizenship Behaviour of Manufacturing Sector Employees: An Analysis | Rationality of Management Buyout from the Behavioural Economics Theory
7345157,Eastern Economic Journal,28,2,6,2002,2016,14,"{2002: 4, 2016: 2}",FUNDING SOCIAL SECURITY: THE TRANSITION IN A LIFE-CYCLE GROWTH MODEL | ECONOMIC TRANSITION AS A CRISIS OF VISION: CLASSICAL VERSUS NEOCLASSICAL THEORIES OF GENERAL EQUILIBRIUM
33323087,Management Science,4,1,23,2000,2014,14,"{2000: 13, 2009: 7, 2014: 3}",The Performance of Intelligent Packaging in the Planning of Poultry Supply Chain | Merger and Acquisition Transactions–Important Aspects of the Newly Developed Holistic Process Model Using the Example of the TÜV NORD Group
2764846857,Economics and Business Review/The Poznań University of Economics Review,10,1,4,2010,2024,14,"{2010: 3, 2024: 1}",Silver entrepreneurship: A golden opportunity for ageing society
33323087,Management Science,4,2,29,2000,2014,14,"{2000: 22, 2009: 5, 2014: 2}",IT Services Management and ISO 20000: A Case Study in an IT Remote Support Company | A Study on Vehicle Defect Characteristics Based on Domestic Recall Data
33323087,Management Science,7,1,51,2003,2017,14,"{2003: 26, 2012: 1, 2014: 5, 2015: 3, 2016: 1, 2017: 15}",An Empirical Investigation to Analyze the Brand Equity and Resonance of Banking Services: Evidence from India
33323087,Management Science,9,2,43,2005,2019,14,"{2005: 27, 2014: 6, 2015: 3, 2016: 4, 2019: 3}",Respect of special methodological support of on-site exercises and training on civil protection | Local self-government in ukraine in the context of reforming the european experience
33323087,Management Science,9,3,17,2006,2019,13,"{2006: 1, 2014: 14, 2019: 2}",The promise and potential of visual organizational research.
7345157,Eastern Economic Journal,31,2,9,2003,2016,13,"{2003: 1, 2004: 1, 2005: 5, 2007: 1, 2016: 1}",FINANCIAL CRISES: NINE LESSONS FROM EAST ASIA
2737717374,Ekonomska misao i praksa,1,1,3,2002,2015,13,"{2002: 1, 2013: 1, 2015: 1}",Alternativni pokazetelji nezaposlenosti
137519996,Electronic Markets,5,5,9,2000,2013,13,"{2000: 1, 2001: 1, 2002: 1, 2005: 1, 2006: 1, 2007: 1, 2009: 1, 2012: 1, 2013: 1}",ANALISI DELLA CONCORRENZA. VERSO NUOVI MODELLI
146380144,International Journal of Business and Emerging Markets,1,1,22,2008,2021,13,"{2008: 6, 2021: 16}",Chinese stock market and evaluation (1994 2005) | The Vietnamese pharmaceutical market: a comparison of foreign entry strategies
7345157,Eastern Economic Journal,29,2,4,2003,2016,13,"{2003: 3, 2016: 1}",SOVEREIGNTY THROUGH WELFARE REFORM? A CASE STUDY OF THE KLAMATH TRIBES OF OREGON
145200904,Health Economics,10,7,11,2001,2014,13,"{2001: 10, 2014: 1}",Identifying Risk Factors of Hospital Admission during the Postpartum Period: A Cross Sectional Study of the 2010 Nationwide Inpatient Sample
33323087,Management Science,3,3,12,2000,2013,13,"{2000: 1, 2008: 3, 2009: 1, 2013: 7}",Constructions of Cultural Differences in Post-Merger Change Processes
28881989,International Journal of Financial Markets and Derivatives,1,1,11,2009,2022,13,"{2009: 7, 2022: 4}",An Investigation of Financial Markets Performance due to Coronavirus Outbreak: EGARCH and Bivariate Regression Approach | Finite Difference Solutions of the CEV PDE
145200904,Health Economics,9,3,13,2000,2013,13,"{2000: 12, 2013: 1}",Social pedagogy: a scoping project for Derbyshire County Council; summary report
2764555313,International Journal of Business,1,1,30,2007,2020,13,"{2007: 7, 2011: 9, 2012: 2, 2013: 3, 2015: 6, 2016: 1, 2020: 2}",Finding the Association: Impact of Business and Management Studies on Students’ Intentions to Become an Entrepreneur
156260212,Research in Economics,70,1,15,2003,2016,13,"{2003: 1, 2015: 13, 2016: 1}",A note on income taxation and occupational choice
129650269,Open Economies Review,20,1,7,2007,2020,13,"{2007: 4, 2008: 2, 2020: 1}",The Economic Effects of COVID-19 Containment Measures
2764403712,International Journal of Business Research,5,1,3,2006,2018,12,"{2006: 2, 2018: 1}",TESLA: INNOVATION WITH INFORMATION TECHNOLOGY
163534328,Marketing Science,38,4,11,2007,2019,12,"{2007: 2, 2019: 9}",Marketing mix and competitiveness | Interactivity of marketing and procurement
163534328,Marketing Science,39,3,13,2008,2020,12,"{2008: 2, 2018: 1, 2019: 5, 2020: 5}",Advertising in Health Insurance Markets
168680943,Annals of economics and finance,1,2,4,2000,2012,12,"{2000: 3, 2012: 1}",The Growth-Inequality Nexus without Borrowing Restrictions and Government Intervention: Some Implications from a Prototype Model
163534328,Marketing Science,37,1,13,2006,2018,12,"{2006: 3, 2017: 4, 2018: 6}",Stereotypes and advertising | Marketing in life insurance
44455300,Journal of Environmental Management,278,Pt 1,41,2008,2020,12,"{2008: 1, 2020: 40}",The Horror Vault (2008)
7345157,Eastern Economic Journal,30,4,10,2004,2016,12,"{2004: 8, 2016: 2}",DOES THE NATIONAL HEALTH SERVICE CORPS IMPROVE PHYSICIAN SUPPLY IN UNDERSERVED LOCATIONS | TOWARDS A THEORY OF WORK INTENSITY
2764881094,International journal of business and economics,8,1,7,2002,2014,12,"{2002: 1, 2009: 5, 2014: 1}",Constant Best-Response Functions: Interpreting Cournot
163534328,Marketing Science,41,1,13,2010,2022,12,"{2010: 2, 2021: 10, 2022: 1}",Focus on Authors
111767569,History of economic ideas,12,3,14,2004,2016,12,"{2004: 13, 2016: 1}",IBN KHALDUN AND THE NEOLIBERAL MODEL
4210210868,Revue internationale P M E Économie et gestion de la petite et moyenne entreprise,13,3-4,6,2000,2012,12,"{2000: 1, 2012: 5}",Éditorial
7345157,Eastern Economic Journal,31,3,11,2004,2016,12,"{2004: 1, 2005: 9, 2016: 1}","""A THEORY OF PRODUCTION"" 1 THE ESTIMATION OF THE COBB-DOUGLAS FUNCTION: A RETROSPECTIVE VIEW"
2764555313,International Journal of Business,3,2,11,2006,2018,12,"{2006: 1, 2009: 4, 2018: 6}",Human Resource Professional Ratings of Successful Managerial Traits
163534328,Marketing Science,31,1,17,2000,2012,12,"{2000: 2, 2011: 6, 2012: 9}",Sport and TV marketing dimension | Brand name and marketing strategy
163534328,Marketing Science,36,1,12,2005,2017,12,"{2005: 2, 2016: 9, 2017: 1}",Focus On Authors
163534328,Marketing Science,39,4,11,2008,2020,12,"{2008: 1, 2020: 10}",Customer relationship management: Modern aspects of information technology application
163534328,Marketing Science,40,3,11,2009,2021,12,"{2009: 1, 2021: 10}",Ethics and professionalism in public relations
163534328,Marketing Science,40,4,13,2009,2021,12,"{2009: 3, 2021: 10}",Multiculturalism in function of improvement of competitiveness of organizations with global orientation | Marketing indicators of market attractiveness and of target company competitiveness
163534328,Marketing Science,34,3,11,2003,2015,12,"{2003: 1, 2015: 10}",New era of marketing
163534328,Marketing Science,41,3,16,2010,2022,12,"{2010: 3, 2021: 4, 2022: 9}","Qualitative research of motives, barriers and stereotypes in fruit consumption in Serbia | Researching consumers' attitudes: Some difficulties, problems and dilemmas"
137519996,Electronic Markets,4,4,16,2000,2012,12,"{2000: 1, 2004: 2, 2005: 1, 2006: 4, 2007: 1, 2008: 2, 2009: 1, 2010: 1, 2011: 2, 2012: 1}",Il divario competitivo tra Stati Uniti e Unione Europea nel settore cinematografico. Un’analisi secondo l’approccio Resource Based View
43019230,PharmacoEconomics,40,10,7,2010,2022,12,"{2010: 1, 2022: 6}","Ship in foggy, stormy weather SFX"
2764555313,International Journal of Business,10,2,9,2005,2017,12,"{2005: 1, 2014: 1, 2016: 1, 2017: 6}","On Portfolio Analysis, Market Equilibrium and Corporation Finance with Incomplete Information"
163534328,Marketing Science,37,3,10,2006,2018,12,"{2006: 1, 2018: 9}",Integral or integrated marketing
2764555313,International Journal of Business,12,2,9,2007,2019,12,"{2007: 5, 2019: 4}","Population Growth and Trends in Consumption Pattern in Karnataka: Implications to Agricultural Development | Innovation Approaches, Practices and Firm Performance Among Select Software Product SMEs: A Case of Bangalore Firms"
4210218074,International Journal of Modelling in Operations Management,1,1,12,2010,2022,12,"{2010: 5, 2020: 3, 2021: 2, 2022: 2}",Analysis of the influence of reinvestment cost correlation factors on optimal decision of reverse supply chain | Predicting the diffusion of NFC-enabled smartphone payment in Malaysia
2764881094,International journal of business and economics,1,2,7,2002,2014,12,"{2002: 6, 2014: 1}",How Telecommunication Development Aids Economic Growth: Evidence from Itu Ict Development Index (IDI) Top Five Countries for African Region
4210186146,Economía Agraria y Recursos Naturales,4,7,12,2004,2016,12,"{2004: 1, 2011: 7, 2016: 4}",Demand Systems For Goods That Are Close Substitutes: The Quantity Based Demand System (QBDS): A Case Study for Fair Trade Coffee in the United Kingdom
163534328,Marketing Science,32,2,15,2001,2013,12,"{2001: 2, 2012: 4, 2013: 9}",Measuring market and sales potential | Microsystems marketing control
7345157,Eastern Economic Journal,30,2,8,2004,2016,12,"{2004: 4, 2016: 4}",Waiting to Execute: An Optimal Stopping Model of Capital Punishment Stays | Estimating the Union Wage Effect for Public School Teachers When All Teachers Are Unionized
163534328,Marketing Science,36,3,11,2005,2017,12,"{2005: 1, 2017: 10}","Prof. Dr Božo Mihailović 'Marketing u turizmu – principi za menadžment', Obod, Cetinje, 2005"
4210210868,Revue internationale P M E Économie et gestion de la petite et moyenne entreprise,13,1,6,2000,2012,12,"{2000: 2, 2012: 4}",L’entrepreneuriat : une vue kaléidoscopique | Éditorial
163534328,Marketing Science,36,4,9,2005,2017,12,"{2005: 1, 2017: 8}",Impact of environment on marketing strategy
2764881094,International journal of business and economics,2,1,7,2003,2015,12,"{2003: 5, 2010: 1, 2015: 1}","Corporate strategy, HR and employee attitudes"
163534328,Marketing Science,31,2,14,2000,2012,12,"{2000: 3, 2012: 11}",Internationalization of European retailing business | CRM: A new approach to consumer relationship management
35246616,International Review of Finance,12,2,5,2000,2012,12,"{2000: 1, 2011: 1, 2012: 3}",How to Sell a (Bankrupt) Company
13669392,German Economic Review,13,4,7,2000,2012,12,"{2000: 1, 2012: 6}","Sex, Drugs, and Catholic Schools: Private Schooling and Non-Market Adolescent Behaviors"
163534328,Marketing Science,35,4,11,2004,2016,12,"{2004: 1, 2015: 2, 2016: 8}",The export marketing-financing based on forfeiting model
163534328,Marketing Science,40,1,12,2009,2021,12,"{2009: 1, 2020: 8, 2021: 3}",Serbia on the international fruit market
163534328,Marketing Science,37,4,11,2006,2018,12,"{2006: 1, 2018: 10}",Branding as specific deployment process
163534328,Marketing Science,41,2,16,2010,2022,12,"{2010: 4, 2021: 6, 2022: 6}",Public relations and ethics | Customer satisfaction surveys: Methodological recommendations for financial service providers
163534328,Marketing Science,35,3,13,2004,2016,12,"{2004: 2, 2015: 1, 2016: 10}",Scalable Rejection Sampling for Bayesian Hierarchical Models
45372229,World Economy,12,3,11,2011,2023,12,"{2011: 10, 2023: 1}",Should Argentina be welcomed back by investors?
134988049,Econometric Reviews,63,4,8,2000,2012,12,"{2000: 1, 2012: 7}",How Should Monetary Policymakers Respond to the New Challenges of Global Economic Integration
125608309,Journal of Service Research,20,1,9,2005,2017,12,"{2005: 1, 2016: 7, 2017: 1}",2E12 Intra-Firm Technology Spillovers Leveraging Co-Evolution between Digital Technologies and their Application to Global Warming Mitigation : Toward Eco-Friendly Digital Business in a Service Oriented Economy
163534328,Marketing Science,34,1,12,2003,2015,12,"{2003: 1, 2014: 8, 2015: 3}",Global market and consumers
163534328,Marketing Science,38,3,10,2007,2019,12,"{2007: 1, 2019: 9}",Eco-marketing and eco-design of products
163534328,Marketing Science,41,4,13,2010,2022,12,"{2010: 2, 2021: 1, 2022: 10}",The Value of Verified Employment Data for Consumer Lending: Evidence from Equifax
167383514,Ekonomista,3,3,4,2006,2018,12,"{2006: 1, 2009: 1, 2011: 1, 2018: 1}",Czynniki wzrostu gospodarczego - wnioski z badań empirycznych
163534328,Marketing Science,35,1,13,2004,2016,12,"{2004: 1, 2015: 7, 2016: 5}","Inić Branimir P.: Menadžment 2 - lideri - kako postati milioner, 'Ekonomski fakultet', Beograd, 2003"
2764555313,International Journal of Business,11,2,7,2006,2018,12,"{2006: 1, 2014: 1, 2018: 5}",Estimation of Transaction Costs on the Tunisian Stock Exchange: An Empirical Research Via a Tobit Model with Frictions
4210240632,De Computis - Revista Española de Historia de la Contabilidad,2,3,13,2006,2017,11,"{2006: 3, 2017: 10}","OPINIÓN Opinion Intervention of Esteban Hernandez Esteve at the panel dicussion ""Getting research published"". The Fourth Accounting History International Conference, Braga (Portugal), September 7-9, 2005 (English version) | Die theoretische Fundierung der Kostenrechnung im Widerstreit der Ansätze (German version)"
151404345,Journal of Post Keynesian Economics,25,3,7,2003,2014,11,"{2003: 1, 2014: 6}",Public employment and environmental sustainability
7345157,Eastern Economic Journal,31,4,10,2005,2016,11,"{2005: 9, 2016: 1}",THE LABOR SUPPLY OF NURSES AND NURSING ASSISTANTS IN THE UNITED STATES
12132826,The International Food and Agribusiness Management Review,13,3,3,2010,2021,11,"{2010: 2, 2021: 1}",Defining and Meeting the Demand For Agricultural Machinery in China: A Case Study of John Deere
4210210868,Revue internationale P M E Économie et gestion de la petite et moyenne entreprise,14,2,6,2001,2012,11,"{2001: 1, 2012: 5}",Éditorial
137519996,Electronic Markets,3,3,9,2002,2013,11,"{2002: 1, 2004: 1, 2006: 2, 2007: 1, 2008: 1, 2009: 1, 2011: 1, 2013: 1}",Rovistare nel Passato per Progettare il Futuro: Evidenze da un Campione di Aziende Italiane
