baseline_rank,source_idx,source_name,F,a_p,v_0110,v_1000,v_1111,r_1000,r_1111
1112,175963831,El Trimestre Económico,,84.000000,0.299834,0.712401,0.514358,2.375989,1.715480
1113,144946686,IIMB Management Review,,97.000000,0.299814,0.470313,0.421890,1.568684,1.407172
1114,4210240883,Bulletin of Monetary Economics and Banking,,128.000000,0.298849,0.406022,0.382008,1.358622,1.278266
1115,2764883772,Serbian Journal of Management,,58.000000,0.298848,0.637573,0.525772,2.133433,1.759326
1116,2764742558,International Journal of Marketing Studies,,59.000000,0.298305,0.614561,0.512351,2.060180,1.717544
1117,4210180908,Financial Internet Quarterly,,58.000000,0.298286,0.886855,0.646933,2.973169,2.168834
1118,22361854,Cost Effectiveness and Resource Allocation,,262.000000,0.298033,0.331169,0.334362,1.111183,1.121894
1119,980556082,Agricultural Economics (Zemědělská ekonomika),,164.000000,0.297337,0.387500,0.370683,1.303235,1.246676
1120,2736497804,Revista Brasileira de Inovação,,74.000000,0.294778,0.637687,0.489614,2.163280,1.660958
1121,4210210210,Economic and business review,,69.000000,0.294575,0.568190,0.478269,1.928845,1.623590
1122,170913539,Bulletin of Economic Research,E,207.000000,0.294275,0.353240,0.333438,1.200373,1.133083
1123,183776795,Review of Pacific Basin Financial Markets and Policies,,134.000000,0.294252,0.361057,0.352935,1.227034,1.199434
1124,155832970,International Journal of Advanced Operations Management,,62.000000,0.293959,0.594780,0.500900,2.023343,1.703978
1125,4210191619,Logistics,,345.000000,0.292278,0.260414,0.282954,0.890981,0.968102
1126,4210175448,Recherche et Applications en Marketing (French Edition),B,83.000000,0.291283,0.512930,0.432693,1.760935,1.485474
1127,181388337,International Journal of Innovation Management,,319.000000,0.291006,0.279448,0.284535,0.960283,0.977764
1128,104354167,Acta Oeconomica,,137.000000,0.289414,0.422237,0.369395,1.458938,1.276356
1129,125733402,Investigación Económica,,78.000000,0.289011,0.597326,0.471513,2.066792,1.631469
1130,4210187577,Market-Tržište,,64.000000,0.288371,0.636070,0.507803,2.205736,1.760939
1131,4210220385,Economics,E,119.000000,0.288301,0.416871,0.369588,1.445957,1.281952
1132,130179515,Economic Record,,241.000000,0.288202,0.342652,0.292755,1.188926,1.015796
1133,4210202595,International Journal of Financial Engineering,E,179.000000,0.288019,0.347092,0.317806,1.205103,1.103420
1134,149146142,International Journal of Innovation and Technology Management,,254.000000,0.287837,0.358524,0.320066,1.245580,1.111970
1135,71487352,BAR - Brazilian Administration Review,B,125.000000,0.287545,0.397987,0.367336,1.384088,1.277492
1136,992988095,Ekonomický časopis,,56.000000,0.287502,0.660619,0.534439,2.297789,1.858904
1137,2764594251,Engineering Economics,,166.000000,0.287091,0.482354,0.388157,1.680144,1.352035
1138,2898392467,Future Business Journal,,259.000000,0.286608,0.369259,0.337383,1.288378,1.177159
1139,2738355984,Administrative Sciences,,801.000000,0.285337,0.223679,0.255298,0.783909,0.894722
1140,4210237676,Ekonomi Politika ve Finans Arastirmalari Dergisi,E,65.000000,0.285127,0.565125,0.472844,1.982010,1.658362
1141,140389752,Revista de Economía Mundial,,184.000000,0.285051,0.470693,0.375850,1.651258,1.318534
1142,2737763312,Business Systems Research Journal,,102.000000,0.284795,0.566325,0.438720,1.988535,1.540478
1143,147126554,Panoeconomicus,E,99.000000,0.284537,0.475619,0.408319,1.671557,1.435033
1144,24290265,Health Services and Outcomes Research Methodology,,104.000000,0.283531,0.519674,0.404087,1.832866,1.425196
1145,93195727,International Journal of Management and Enterprise Development,,70.000000,0.283381,0.531999,0.454489,1.877326,1.603807
1146,126160977,Mathematical Methods of Operations Research,,144.000000,0.283257,0.477515,0.371074,1.685802,1.310027
1147,30370390,Journal of Customer Behaviour,,77.000000,0.283137,0.512999,0.423698,1.811839,1.496440
1148,149205526,Chinese Management Studies,B,319.000000,0.281849,0.296649,0.287318,1.052508,1.019402
1149,4210203108,Asia-Pacific Journal of Accounting & Economics,,236.000000,0.281243,0.310434,0.298802,1.103792,1.062435
1150,4210179146,Business Strategy & Development,B,287.000000,0.281112,0.285894,0.295569,1.017013,1.051430
1151,128035191,The Developing Economies,,140.000000,0.278886,0.411780,0.362214,1.476518,1.298790
1152,48393686,Revista de historia industrial,,85.000000,0.277394,0.590719,0.438654,2.129530,1.581338
1153,4404663278,Journal of economic and administrative sciences.,,253.000000,0.276898,0.405727,0.346960,1.465257,1.253023
1154,5407017802,UCJC Business and Society Review (formerly known as Universia Business Review),,52.000000,0.276620,0.654016,0.529314,2.364307,1.913502
1155,108158533,Journal of Quality Assurance in Hospitality & Tourism,,280.000000,0.276422,0.293298,0.288933,1.061051,1.045260
1156,157344451,South African Journal of Economic and Management Sciences,,146.000000,0.275915,0.669392,0.443277,2.426083,1.606573
1157,4210237825,International Journal of Ethics and Systems,,190.000000,0.275578,0.340428,0.328721,1.235323,1.192841
1158,4210227272,Economic Annals-ХХI,,63.000000,0.274885,0.594530,0.485605,2.162829,1.766572
1159,2764671874,Journal of Transport and Supply Chain Management,,96.000000,0.271037,0.527621,0.419265,1.946673,1.546890
1160,2737293501,Ekonomski vjesnik,,58.000000,0.271024,0.619738,0.502551,2.286654,1.854268
1161,2738441059,ETIKONOMI,,91.000000,0.270426,0.477459,0.407267,1.765580,1.506019
1162,2736787908,Asian Academy of Management Journal,B,82.000000,0.270232,0.490778,0.421727,1.816133,1.560611
1163,4210191712,Malaysian Journal of Economic Studies,,61.000000,0.269828,0.600032,0.490722,2.223755,1.818644
1164,113509650,Journal of the Asia Pacific Economy,E,284.000000,0.269535,0.287666,0.284895,1.067268,1.056989
1165,2764440250,International Journal of Business and Social Science,,73.000000,0.269341,0.530529,0.441622,1.969728,1.639637
1166,49131624,International Journal of Social Economics,,392.000000,0.268983,0.316149,0.294692,1.175351,1.095582
1167,59777368,International Journal of Managerial and Financial Accounting,B,101.000000,0.267370,0.431907,0.382478,1.615394,1.430523
1168,4210185081,Revista de Economia Mackenzie,,54.000000,0.267308,0.630051,0.510088,2.357023,1.908240
1169,2764951333,Ege Akademik Bakis (Ege Academic Review),,55.000000,0.267204,0.622030,0.505513,2.327924,1.891863
1170,2764761084,Foundations of Management,B,65.000000,0.264932,0.580904,0.472783,2.192655,1.784547
1171,4210208307,Dirección y Organización,,71.000000,0.264608,0.609599,0.470284,2.303782,1.777288
1172,99304778,Forum for Social Economics,,111.000000,0.264048,0.396194,0.352903,1.500463,1.336512
1173,2798341630,Corporate Ownership and Control,,296.000000,0.263922,0.232890,0.258040,0.882420,0.977712
1174,2764494274,International Journal of Business Administration,B,65.000000,0.261420,0.587424,0.471515,2.247046,1.803665
1175,95636294,International Journal of Entrepreneurship and Innovation Management,,112.000000,0.260404,0.546617,0.407421,2.099111,1.564571
1176,154565395,International Journal of Services Technology and Management,,63.000000,0.259927,0.566212,0.464846,2.178351,1.788370
1177,4387281549,International Studies of Economics,,80.000000,0.259793,0.495197,0.407543,1.906124,1.568723
1178,4210176348,Journal of Science and Technology Policy Management,,241.000000,0.258843,0.268416,0.282895,1.036986,1.092921
1179,4210172326,Journal of Management and Sustainability,,68.000000,0.258440,0.549483,0.448916,2.126154,1.737024
1180,4210226909,Acta Commercii,B,99.000000,0.257680,0.492656,0.397317,1.911889,1.541900
1181,2737296559,Economies,E,960.000000,0.256930,0.207253,0.236120,0.806654,0.919007
1182,4210169699,China Journal of Accounting Studies,,133.000000,0.255493,0.370357,0.328192,1.449577,1.284541
1183,52073566,International Journal of Technology Transfer and Commercialisation,,61.000000,0.255367,0.567697,0.467497,2.223062,1.830685
1184,2739380121,Scientific Annals of Economics and Business,E,118.000000,0.254605,0.408647,0.356123,1.605023,1.398728
1185,4210216073,Agricultural and Resource Economics International Scientific E-Journal,,95.000000,0.254294,0.502415,0.428776,1.975728,1.686143
1186,2898124213,Journal of Accounting Literature,,140.000000,0.251322,0.319830,0.304258,1.272594,1.210631
1187,2765075218,Cogent Economics & Finance,,988.000000,0.250473,0.222702,0.244893,0.889126,0.977722
1188,4306509737,Eskişehir Osmangazi Üniversitesi İktisadi ve İdari Bilimler Dergisi,,72.000000,0.249376,0.720528,0.526488,2.889319,2.111219
1189,2764984103,Business Management and Strategy,,79.000000,0.248359,0.507749,0.419602,2.044418,1.689501
1190,4210215609,Economics ecology socium,,64.000000,0.247871,0.568954,0.458692,2.295365,1.850527
1191,135812718,Asian Case Research Journal,,65.000000,0.247519,0.533945,0.437473,2.157191,1.767431
1192,34937439,International Journal of Globalisation and Small Business,,82.000000,0.246725,1.396172,0.595766,5.658818,2.414695
1193,170367418,International Journal of Pluralism and Economics Education,,75.000000,0.245993,0.543126,0.431110,2.207895,1.752533
1194,4210212964,World,,179.000000,0.245845,0.269604,0.271066,1.096643,1.102588
1195,4210214681,Foresight-Russia,,92.000000,0.245801,0.477372,0.389382,1.942108,1.584133
1196,4394735606,International Journal of Management and Economics,,64.000000,0.245441,0.555621,0.451612,2.263769,1.840003
1197,4210192138,Nankai Business Review International,,134.000000,0.244723,0.382807,0.330653,1.564246,1.351131
1198,2764704972,Asian Academy of Management Journal of Accounting and Finance,,75.000000,0.243921,0.498177,0.417859,2.042370,1.713089
1199,4210191463,Upravlenets,,94.000000,0.243895,0.478831,0.401027,1.963273,1.644262
1200,4210223136,Estudos Econômicos (São Paulo),,93.000000,0.243594,0.492589,0.390733,2.022175,1.604037
1201,96544531,Applied Economics Letters,,1957.000000,0.241894,0.173719,0.200645,0.718160,0.829475
1202,149339240,Eastern European Economics,,136.000000,0.240115,0.387029,0.333466,1.611851,1.388778
1203,2764388120,Business and Economic Research,,101.000000,0.239898,0.408712,0.351715,1.703693,1.466103
1204,152786945,Stochastics,,169.000000,0.239845,0.550505,0.334480,2.295257,1.394569
1205,60370010,Journal of the Knowledge Economy,,1181.000000,0.238295,0.174240,0.210120,0.731194,0.881766
1206,42260610,African Journal of Economic and Management Studies,,137.000000,0.237819,0.379449,0.333276,1.595535,1.401386
1207,164447516,International Journal of Asian Business and Information Management,,106.000000,0.235614,0.416002,0.358657,1.765606,1.522222
1208,2764678689,Accounting and Finance Research,,76.000000,0.233954,0.479267,0.398549,2.048551,1.703533
1209,2764525551,Asian Economic and Financial Review,,175.000000,0.233552,0.318425,0.295459,1.363404,1.265068
1210,178953182,International Insolvency Review,,136.000000,0.232838,0.555817,0.353505,2.387145,1.518247
1211,59042063,Asian-Pacific Economic Literature,,105.000000,0.231126,0.414027,0.347139,1.791350,1.501948
1212,4210183232,Journal of global entrepreneurship research,,96.000000,0.229547,0.418260,0.355748,1.822111,1.549785
1213,2738303727,Revista de estudios empresariales,,82.000000,0.229461,0.492951,0.395489,2.148298,1.723553
1214,4210218909,Journal of Quantitative Economics,E,159.000000,0.229235,0.303426,0.285396,1.323645,1.244993
1215,4210183127,Cuadernos de Economía,,89.000000,0.227729,0.588214,0.424587,2.582957,1.864443
1216,4210232703,Gospodarka Narodowa,,80.000000,0.227068,0.503667,0.400794,2.218137,1.765088
1217,2737109034,International Journal of Innovation,,100.000000,0.227038,0.479181,0.374634,2.110574,1.650093
1218,4210215964,South African Journal of Business Management,B,164.000000,0.226406,0.339171,0.294112,1.498066,1.299047
1219,97548893,American Journal of Economics and Sociology,,82.000000,0.223510,0.445420,0.372694,1.992847,1.667465
1220,4210234539,Research in Globalization,,162.000000,0.222261,0.327970,0.294084,1.475611,1.323148
1221,149838422,International Journal of Value Chain Management,B,72.000000,0.221577,0.574200,0.428671,2.591426,1.934636
1222,2737537699,Our Economy Journal of Contemporary Issues in Economics and Business,,80.000000,0.220715,0.456364,0.379271,2.067662,1.718376
1223,12132826,The International Food and Agribusiness Management Review,,103.000000,0.220368,0.387869,0.333123,1.760097,1.511668
1224,4210225772,REICE Revista Electrónica de Investigación en Ciencias Económicas,,65.000000,0.220186,0.524901,0.423421,2.383894,1.923009
1225,147000529,International Journal of Automotive Technology and Management,,125.000000,0.219530,1.080680,0.436725,4.922689,1.989361
1226,2764647440,MONTENEGRIN JOURNAL OF ECONOMICS,,181.000000,0.219266,0.316742,0.300522,1.444555,1.370583
1227,137166528,International Journal of Knowledge Management Studies,,98.000000,0.219010,0.455035,0.367409,2.077692,1.677592
1228,62126747,The Singapore Economic Review,E,527.000000,0.218460,0.190414,0.205831,0.871618,0.942193
1229,2738076829,Cogent Business & Management,,1748.000000,0.217950,0.212271,0.216061,0.973946,0.991335
1230,88020226,The Business History Review,,128.000000,0.216907,0.415272,0.313282,1.914517,1.444316
1231,4210177023,Brazilian Journal of Political Economy,,187.000000,0.215817,0.342512,0.284957,1.587045,1.320362
1232,4210227841,International Journal of Organizational Leadership,,103.000000,0.215394,0.402192,0.340900,1.867241,1.582685
1233,4210240632,De Computis - Revista Española de Historia de la Contabilidad,,81.000000,0.214021,0.627901,0.419537,2.933823,1.960259
1234,4210240749,Indonesian Journal of Sustainability Accounting and Management,B,101.000000,0.213380,0.494246,0.373563,2.316266,1.750690
1235,2736327412,"Contabilidade, Gestão e Governança/UNB Contábil",,74.000000,0.213118,0.483715,0.391917,2.269705,1.838968
1236,186483588,Journal of Service Science and Management,,104.000000,0.212591,0.422535,0.343038,1.987550,1.613606
1237,2764846857,Economics and Business Review/The Poznań University of Economics Review,,92.000000,0.212317,0.439801,0.355274,2.071442,1.673323
1238,4210205215,SA Journal of Human Resource Management,,229.000000,0.212204,0.283178,0.258136,1.334460,1.216452
1239,2764670390,Journal of Entrepreneurship and Sustainability Issues,,468.000000,0.212000,0.267146,0.248823,1.260124,1.173693
1240,2765072615,Journal of Public Administration and Governance,,105.000000,0.211054,0.425032,0.340501,2.013859,1.613340
1241,43391031,International Journal of Business Environment,,101.000000,0.210627,0.480194,0.373117,2.279834,1.771460
1242,196118188,International Journal of Services Economics and Management,,90.000000,0.203743,0.667946,0.431742,3.278379,2.119052
1243,29581992,Nova Economia,,130.000000,0.202703,0.383427,0.313711,1.891576,1.547644
1244,2764950559,International Journal of Financial Research,,209.000000,0.201868,0.288822,0.263924,1.430748,1.307411
1245,2764848322,International Journal of Human Resource Studies,,112.000000,0.199104,0.407218,0.327495,2.045258,1.644849
1246,112489639,International Journal of Computational Economics and Econometrics,E,86.000000,0.198924,0.417482,0.347979,2.098704,1.749312
1247,4210225597,Problemy Zarządzania - Management Issues,,95.000000,0.195516,0.394757,0.333092,2.019053,1.703656
1248,4210194146,Journal of health economics and outcomes research,,158.000000,0.194406,0.278660,0.289215,1.433387,1.487683
1249,44088940,International Journal of Management Concepts and Philosophy,B,85.000000,0.193984,0.423900,0.347129,2.185236,1.789475
1250,62246846,International Journal of Accounting Auditing and Performance Evaluation,B,107.000000,0.192711,0.397055,0.324049,2.060362,1.681525
1251,44763245,International Journal of Green Economics,,98.000000,0.191849,0.385980,0.322162,2.011899,1.679251
1252,105584983,International Journal of Management and Decision Making,,96.000000,0.191376,0.461074,0.348181,2.409262,1.819363
1253,1027187413,Amfiteatru Economic,,236.000000,0.190641,0.306560,0.259977,1.608046,1.363698
1254,2736730828,Management,,125.000000,0.190071,0.345406,0.295895,1.817244,1.556762
1255,4210210868,Revue internationale P M E Économie et gestion de la petite et moyenne entreprise,,110.000000,0.188777,0.348802,0.299021,1.847693,1.583991
1256,164875865,International Journal of Banking Accounting and Finance,,95.000000,0.188109,0.430188,0.337258,2.286910,1.792889
1257,2764465937,Banks and Bank Systems,,268.000000,0.187994,0.233433,0.238027,1.241705,1.266141
1258,4210179092,International Journal for Quality Research,,227.000000,0.185085,0.285434,0.251702,1.542178,1.359931
1259,4210218165,Asia-Pacific Management Accounting Journal,B,113.000000,0.184771,0.487226,0.350683,2.636922,1.897938
1260,187998666,Comparative Economic Research Central and Eastern Europe,,151.000000,0.184300,0.316269,0.273500,1.716051,1.483992
1261,2764412428,Investment Management and Financial Innovations,,424.000000,0.184271,0.198551,0.211268,1.077494,1.146502
1262,4210196335,"Scientific Papers of the University of Pardubice. Series D, Faculty of Economics and Administration",,110.000000,0.177587,0.445124,0.327117,2.506517,1.842013
1263,4210193298,EMC Review - Časopis za ekonomiju - APEIRON,,109.000000,0.175487,0.424388,0.315809,2.418346,1.799612
1264,4210186494,Gestão & Produção,,179.000000,0.172565,0.281897,0.242748,1.633572,1.406706
1265,2764906524,Review of Economics and Finance,,93.000000,0.170788,0.379978,0.313009,2.224848,1.832727
1266,2764955566,The Indian Economic Journal,E,181.000000,0.170781,0.270948,0.235187,1.586523,1.377124
1267,2737717374,Ekonomska misao i praksa,,94.000000,0.169836,0.379462,0.310077,2.234286,1.825747
1268,2764734295,Management Theory and Studies for Rural Business and Infrastructure Development,,145.000000,0.169275,0.343065,0.290659,2.026669,1.717077
1269,2765024836,Vision The Journal of Business Perspective,,352.000000,0.169262,0.215378,0.202051,1.272453,1.193716
1270,4210204559,Marketing and Management of Innovations,,268.000000,0.168848,0.236318,0.226258,1.399589,1.340013
1271,113338421,International Journal of Business Performance Management,,120.000000,0.167799,0.350566,0.285111,2.089205,1.699127
1272,118637542,European J of International Management,B,303.000000,0.163782,0.244122,0.202768,1.490532,1.238041
1273,2737535994,Contaduría y Administración,,125.000000,0.163408,0.312402,0.266053,1.911788,1.628145
1274,167383514,Ekonomista,,102.000000,0.163220,0.366535,0.295175,2.245650,1.808446
1275,2737582874,Studies in Business and Economics,,218.000000,0.162448,0.241978,0.218561,1.489575,1.345424
1276,126582591,World Review of Entrepreneurship Management and Sustainable Development,B,155.000000,0.161469,0.371306,0.278870,2.299544,1.727077
1277,976474146,Politická ekonomie,,124.000000,0.160845,0.337715,0.271403,2.099632,1.687360
1278,2764989054,Problems and Perspectives in Management,,623.000000,0.157485,0.177587,0.182039,1.127644,1.155916
1279,2764927701,International Business Research,,186.000000,0.157244,0.240577,0.215662,1.529963,1.371515
1280,2898476603,Investigaciones de Historia Económica,,149.000000,0.156379,0.336187,0.251122,2.149817,1.605853
1281,4210178298,INTERNATIONAL JOURNAL OF MANAGEMENT,,102.000000,0.156149,0.347524,0.284261,2.225595,1.820447
1282,2736592181,Revista Contabilidade & Finanças,,206.000000,0.155146,0.262903,0.219176,1.694555,1.412712
1283,123914889,International Journal of Entrepreneurship and Small Business,,396.000000,0.153911,0.239944,0.191248,1.558983,1.242589
1284,4210228924,Sosyoekonomi,E,141.000000,0.153574,0.325796,0.259375,2.121422,1.688924
1285,4210193511,Economics and Mathematical Methods,,138.000000,0.150488,0.328522,0.264918,2.183041,1.760390
1286,4210208616,Innovative Marketing,,212.000000,0.150311,0.223551,0.208420,1.487252,1.386585
1287,55416568,International Journal of Procurement Management,B,197.000000,0.150208,0.234973,0.206752,1.564322,1.376438
1288,146380144,International Journal of Business and Emerging Markets,,123.000000,0.147030,0.304613,0.252843,2.071772,1.719670
1289,2764773711,International Journal of Business and Society,,339.000000,0.146286,0.176152,0.172203,1.204169,1.177170
1290,4210234983,Journal on Innovation and Sustainability RISUS,,115.000000,0.143372,0.324548,0.261243,2.263685,1.822139
1291,2494413385,ECONOMIC COMPUTATION AND ECONOMIC CYBERNETICS STUDIES AND RESEARCH,,215.000000,0.142361,0.240091,0.204915,1.686487,1.439400
1292,4210197709,Central European Management Journal,,242.000000,0.142333,0.199263,0.184853,1.399977,1.298734
1293,2764640640,Baltic Journal of Economic Studies,,242.000000,0.140813,0.252208,0.218059,1.791087,1.548574
1294,4210230633,International Journal of Business and Management,,305.000000,0.140722,0.175651,0.167867,1.248209,1.192897
1295,4210240795,ReMark - Revista Brasileira de Marketing,,134.000000,0.138554,0.284191,0.235239,2.051112,1.697807
1296,4210226746,Ekonomia i Prawo,,164.000000,0.136112,0.256328,0.218040,1.883214,1.601912
1297,4210185932,J for Global Business Advancement,,170.000000,0.134649,0.236166,0.205119,1.753945,1.523364
1298,12497220,International Journal of Business and Systems Research,,128.000000,0.132374,0.320636,0.247829,2.422206,1.872190
1299,4210192355,Journal of Applied Business and Economics,,271.000000,0.132217,0.286503,0.199189,2.166924,1.506533
1300,121651287,Global Business and Economics Review,,216.000000,0.131778,0.204662,0.181805,1.553081,1.379634
1301,138197279,International Journal of Trade and Global Markets,,156.000000,0.131217,0.692191,0.295266,5.275172,2.250218
1302,168387291,Asian Journal of Management Cases,,121.000000,0.130053,0.361085,0.263278,2.776447,2.024391
1303,2764670738,Journal of Governance and Regulation,,310.000000,0.127224,0.161867,0.156195,1.272301,1.227719
1304,171720814,International Journal of Technology Management,,246.000000,0.126243,0.234996,0.185828,1.861464,1.471989
1305,51184730,International Journal of Business Excellence,,305.000000,0.125127,0.390045,0.230827,3.117188,1.844736
1306,2737777163,International Journal of Economics and Financial Issues,,356.000000,0.124303,0.163986,0.153659,1.319237,1.236159
1307,21322974,International Journal of Learning and Change,,141.000000,0.119559,0.263272,0.215011,2.202018,1.798362
1308,155657779,International Journal of Business Innovation and Research,,304.000000,0.117482,0.228188,0.174497,1.942329,1.485310
1309,187151359,International Journal of Economics and Business Research,,234.000000,0.115128,0.179393,0.160249,1.558201,1.391920
1310,4210175534,Financial and credit activity problems of theory and practice,,313.000000,0.114272,0.195297,0.181127,1.709058,1.585054
1311,4210223036,Mehmet Akif Ersoy Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi,,141.000000,0.112709,0.252058,0.206535,2.236366,1.832470
1312,678965,Value in Health,,9139.000000,0.111613,0.072338,0.104056,0.648118,0.932297
1313,2764616245,Uncertain Supply Chain Management,,483.000000,0.110911,0.177048,0.145886,1.596310,1.315345
1314,42911722,International Journal of Economic Policy in Emerging Economies,,199.000000,0.110861,0.267067,0.196589,2.409017,1.773286
1315,52125040,International Journal of Logistics Systems and Management,B,254.000000,0.109490,0.199949,0.165750,1.826190,1.513845
1316,178202027,International Journal of Services and Operations Management,,306.000000,0.101479,0.241995,0.165303,2.384675,1.628935
1317,83511262,International Journal of Productivity and Quality Management,,315.000000,0.098111,0.342608,0.185695,3.492046,1.892703
1318,2764563877,EUROPEAN RESEARCH STUDIES JOURNAL,,648.000000,0.085347,0.099985,0.100663,1.171511,1.179456
1319,166797808,International Journal of Indian Culture and Business Management,,224.000000,0.084189,0.171220,0.143005,2.033764,1.698630
1320,52048951,International Journal of Business and Globalisation,,354.000000,0.078886,0.183650,0.133140,2.328044,1.687763
1321,2764998092,International Journal of Academic Research in Economics and Management Sciences,,302.000000,0.073591,0.133102,0.114450,1.808661,1.555205
1322,4210192748,International Journal of Academic Research in Accounting Finance and Management Sciences,,396.000000,0.055753,0.098863,0.086385,1.773228,1.549434
